code,name,name_official,name_clean,level,level_num,is_leaf,parent_code,major_code,middle_code,minor_code,detail_code,subdetail_code,major_name,middle_name,minor_name,detail_name,subdetail_name,major_name_filled,path_codes,path_names,kapp_industry_tag,industry_label_ko,diagnostic_unit,is_demo_target,context_level,excluded_flag,ncs_unit_code,ksco_code,keco_code,onet_soc_code,wage_survey_code,benchmark_group,benchmark_avg_K,benchmark_avg_A,benchmark_avg_P1,benchmark_avg_P2,benchmark_p10_total,key_skills,skill_industry_avg,career_path_mid,career_path_far
32019,소파 및 기타 내장가구 제조업,소파 및 기타 내장가구 제조업,소파 및 기타 내장가구 제조업,subdetail,5,True,3201,3,32.0,320.0,3201.0,32019.0,제조업,가구 제조업,가구 제조업,침대 및 내장 가구 제조업,소파 및 기타 내장가구 제조업,제조업,3/32/320/3201/32019, / 가구 제조업 / 가구 제조업 / 침대 및 내장 가구 제조업 / 소파 및 기타 내장가구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
32021,주방용 및 음식점용 목재가구 제조업,주방용 및 음식점용 목재가구 제조업,주방용 및 음식점용 목재가구 제조업,subdetail,5,True,3202,3,32.0,320.0,3202.0,32021.0,제조업,가구 제조업,가구 제조업,목재 가구 제조업,주방용 및 음식점용 목재가구 제조업,제조업,3/32/320/3202/32021, / 가구 제조업 / 가구 제조업 / 목재 가구 제조업 / 주방용 및 음식점용 목재가구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
32029,기타 목재가구 제조업,기타 목재가구 제조업,기타 목재가구 제조업,subdetail,5,True,3202,3,32.0,320.0,3202.0,32029.0,제조업,가구 제조업,가구 제조업,목재 가구 제조업,기타 목재가구 제조업,제조업,3/32/320/3202/32029, / 가구 제조업 / 가구 제조업 / 목재 가구 제조업 / 기타 목재가구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
32091,금속 가구 제조업,금속 가구 제조업,금속 가구 제조업,subdetail,5,True,3209,3,32.0,320.0,3209.0,32091.0,제조업,가구 제조업,가구 제조업,기타 가구 제조업,금속 가구 제조업,제조업,3/32/320/3209/32091, / 가구 제조업 / 가구 제조업 / 기타 가구 제조업 / 금속 가구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
32099,그 외 기타 가구 제조업,그 외 기타 가구 제조업,그 외 기타 가구 제조업,subdetail,5,True,3209,3,32.0,320.0,3209.0,32099.0,제조업,가구 제조업,가구 제조업,기타 가구 제조업,그 외 기타 가구 제조업,제조업,3/32/320/3209/32099, / 가구 제조업 / 가구 제조업 / 기타 가구 제조업 / 그 외 기타 가구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33110,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업,subdetail,5,True,3311,3,33.0,331.0,3311.0,33110.0,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업,제조업,3/33/331/3311/33110, / 기타 제품 제조업 / 귀금속 및 장신용품 제조업 / 귀금속 및 관련제품 제조업 / 귀금속 및 관련제품 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33120,모조 귀금속 및 모조 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업,subdetail,5,True,3312,3,33.0,331.0,3312.0,33120.0,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업,제조업,3/33/331/3312/33120, / 기타 제품 제조업 / 귀금속 및 장신용품 제조업 / 모조 귀금속 및 모조 장신용품 제조업 / 모조 귀금속 및 모조 장신용품 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33201,건반 악기 제조업,건반 악기 제조업,건반 악기 제조업,subdetail,5,True,3320,3,33.0,332.0,3320.0,33201.0,제조업,기타 제품 제조업,악기 제조업,악기 제조업,건반 악기 제조업,제조업,3/33/332/3320/33201, / 기타 제품 제조업 / 악기 제조업 / 악기 제조업 / 건반 악기 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33209,기타 악기 및 전자 악기 제조업,기타 악기 및 전자 악기 제조업,기타 악기 및 전자 악기 제조업,subdetail,5,True,3320,3,33.0,332.0,3320.0,33209.0,제조업,기타 제품 제조업,악기 제조업,악기 제조업,기타 악기 및 전자 악기 제조업,제조업,3/33/332/3320/33209, / 기타 제품 제조업 / 악기 제조업 / 악기 제조업 / 기타 악기 및 전자 악기 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33301,"체조, 육상 및 체력단련용 장비 제조업","체조, 육상 및 체력단련용 장비 제조업","체조, 육상 및 체력단련용 장비 제조업",subdetail,5,True,3330,3,33.0,333.0,3330.0,33301.0,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,"체조, 육상 및 체력단련용 장비 제조업",제조업,3/33/333/3330/33301," / 기타 제품 제조업 / 운동 및 경기용구 제조업 / 운동 및 경기용구 제조업 / 체조, 육상 및 체력단련용 장비 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33302,놀이터용 장비 제조업,놀이터용 장비 제조업,놀이터용 장비 제조업,subdetail,5,True,3330,3,33.0,333.0,3330.0,33302.0,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,놀이터용 장비 제조업,제조업,3/33/333/3330/33302, / 기타 제품 제조업 / 운동 및 경기용구 제조업 / 운동 및 경기용구 제조업 / 놀이터용 장비 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33303,낚시 및 수렵용구 제조업,낚시 및 수렵용구 제조업,낚시 및 수렵용구 제조업,subdetail,5,True,3330,3,33.0,333.0,3330.0,33303.0,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,낚시 및 수렵용구 제조업,제조업,3/33/333/3330/33303, / 기타 제품 제조업 / 운동 및 경기용구 제조업 / 운동 및 경기용구 제조업 / 낚시 및 수렵용구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33309,기타 운동 및 경기용구 제조업,기타 운동 및 경기용구 제조업,기타 운동 및 경기용구 제조업,subdetail,5,True,3330,3,33.0,333.0,3330.0,33309.0,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,기타 운동 및 경기용구 제조업,제조업,3/33/333/3330/33309, / 기타 제품 제조업 / 운동 및 경기용구 제조업 / 운동 및 경기용구 제조업 / 기타 운동 및 경기용구 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33401,인형 및 장난감 제조업,인형 및 장난감 제조업,인형 및 장난감 제조업,subdetail,5,True,3340,3,33.0,334.0,3340.0,33401.0,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",인형 및 장난감 제조업,제조업,3/33/334/3340/33401," / 기타 제품 제조업 / 인형, 장난감 및 오락용품 제조업 / 인형, 장난감 및 오락용품 제조업 / 인형 및 장난감 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33402,영상게임기 제조업,영상게임기 제조업,영상게임기 제조업,subdetail,5,True,3340,3,33.0,334.0,3340.0,33402.0,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",영상게임기 제조업,제조업,3/33/334/3340/33402," / 기타 제품 제조업 / 인형, 장난감 및 오락용품 제조업 / 인형, 장난감 및 오락용품 제조업 / 영상게임기 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33409,기타 오락용품 제조업,기타 오락용품 제조업,기타 오락용품 제조업,subdetail,5,True,3340,3,33.0,334.0,3340.0,33409.0,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",기타 오락용품 제조업,제조업,3/33/334/3340/33409," / 기타 제품 제조업 / 인형, 장난감 및 오락용품 제조업 / 인형, 장난감 및 오락용품 제조업 / 기타 오락용품 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33910,간판 및 광고물 제조업,간판 및 광고물 제조업,간판 및 광고물 제조업,subdetail,5,True,3391,3,33.0,339.0,3391.0,33910.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,간판 및 광고물 제조업,간판 및 광고물 제조업,제조업,3/33/339/3391/33910, / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 간판 및 광고물 제조업 / 간판 및 광고물 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33920,사무 및 회화용품 제조업,사무 및 회화용품 제조업,사무 및 회화용품 제조업,subdetail,5,True,3392,3,33.0,339.0,3392.0,33920.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,사무 및 회화용품 제조업,사무 및 회화용품 제조업,제조업,3/33/339/3392/33920, / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 사무 및 회화용품 제조업 / 사무 및 회화용품 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33931,가발 및 유사 제품 제조업,가발 및 유사 제품 제조업,가발 및 유사 제품 제조업,subdetail,5,True,3393,3,33.0,339.0,3393.0,33931.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",가발 및 유사 제품 제조업,제조업,3/33/339/3393/33931," / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 가발, 장식용품 및 전시용 모형 제조업 / 가발 및 유사 제품 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33932,전시용 모형 제조업,전시용 모형 제조업,전시용 모형 제조업,subdetail,5,True,3393,3,33.0,339.0,3393.0,33932.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",전시용 모형 제조업,제조업,3/33/339/3393/33932," / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 가발, 장식용품 및 전시용 모형 제조업 / 전시용 모형 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33933,표구처리업,표구처리업,표구처리업,subdetail,5,True,3393,3,33.0,339.0,3393.0,33933.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",표구처리업,제조업,3/33/339/3393/33933," / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 가발, 장식용품 및 전시용 모형 제조업 / 표구처리업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33991,단추 및 유사 파스너 제조업,단추 및 유사 파스너 제조업,단추 및 유사 파스너 제조업,subdetail,5,True,3399,3,33.0,339.0,3399.0,33991.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,단추 및 유사 파스너 제조업,제조업,3/33/339/3399/33991, / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 그 외 기타 분류 안된 제품 제조업 / 단추 및 유사 파스너 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33992,"라이터, 연소물 및 흡연용품 제조업","라이터, 연소물 및 흡연용품 제조업","라이터, 연소물 및 흡연용품 제조업",subdetail,5,True,3399,3,33.0,339.0,3399.0,33992.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,"라이터, 연소물 및 흡연용품 제조업",제조업,3/33/339/3399/33992," / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 그 외 기타 분류 안된 제품 제조업 / 라이터, 연소물 및 흡연용품 제조업",MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33993,비 및 솔 제조업,비 및 솔 제조업,비 및 솔 제조업,subdetail,5,True,3399,3,33.0,339.0,3399.0,33993.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,비 및 솔 제조업,제조업,3/33/339/3399/33993, / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 그 외 기타 분류 안된 제품 제조업 / 비 및 솔 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
33999,그 외 기타 달리 분류되지 않은 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업,subdetail,5,True,3399,3,33.0,339.0,3399.0,33999.0,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업,제조업,3/33/339/3399/33999, / 기타 제품 제조업 / 그 외 기타 제품 제조업 / 그 외 기타 분류 안된 제품 제조업 / 그 외 기타 달리 분류되지 않은 제품 제조업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
34011,건설ㆍ광업용 기계 및 장비 수리업,건설ㆍ광업용 기계 및 장비 수리업,건설ㆍ광업용 기계 및 장비 수리업,subdetail,5,True,3401,3,34.0,340.0,3401.0,34011.0,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,일반 기계류 수리업,건설ㆍ광업용 기계 및 장비 수리업,제조업,3/34/340/3401/34011, / 산업용 기계 및 장비 수리업 / 산업용 기계 및 장비 수리업 / 일반 기계류 수리업 / 건설ㆍ광업용 기계 및 장비 수리업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
34019,기타 일반 기계 및 장비 수리업,기타 일반 기계 및 장비 수리업,기타 일반 기계 및 장비 수리업,subdetail,5,True,3401,3,34.0,340.0,3401.0,34019.0,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,일반 기계류 수리업,기타 일반 기계 및 장비 수리업,제조업,3/34/340/3401/34019, / 산업용 기계 및 장비 수리업 / 산업용 기계 및 장비 수리업 / 일반 기계류 수리업 / 기타 일반 기계 및 장비 수리업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
34020,전기ㆍ전자 및 정밀기기 수리업,전기ㆍ전자 및 정밀기기 수리업,전기ㆍ전자 및 정밀기기 수리업,subdetail,5,True,3402,3,34.0,340.0,3402.0,34020.0,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,전기ㆍ전자 및 정밀 기기 수리업,전기ㆍ전자 및 정밀기기 수리업,제조업,3/34/340/3402/34020, / 산업용 기계 및 장비 수리업 / 산업용 기계 및 장비 수리업 / 전기ㆍ전자 및 정밀 기기 수리업 / 전기ㆍ전자 및 정밀기기 수리업,MANUFACTURING,제조업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
35111,원자력 발전업,원자력 발전업,원자력 발전업,subdetail,5,True,3511,3,35.0,351.0,3511.0,35111.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,원자력 발전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3511/35111," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 발전업 / 원자력 발전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35112,수력 발전업,수력 발전업,수력 발전업,subdetail,5,True,3511,3,35.0,351.0,3511.0,35112.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,수력 발전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3511/35112," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 발전업 / 수력 발전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35113,화력 발전업,화력 발전업,화력 발전업,subdetail,5,True,3511,3,35.0,351.0,3511.0,35113.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,화력 발전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3511/35113," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 발전업 / 화력 발전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35114,태양력 발전업,태양력 발전업,태양력 발전업,subdetail,5,True,3511,3,35.0,351.0,3511.0,35114.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,태양력 발전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3511/35114," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 발전업 / 태양력 발전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35115,풍력 발전업,풍력 발전업,풍력 발전업,subdetail,5,True,3511,3,35.0,351.0,3511.0,35115.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,풍력 발전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3511/35115," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 발전업 / 풍력 발전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35119,기타 발전업,기타 발전업,기타 발전업,subdetail,5,True,3511,3,35.0,351.0,3511.0,35119.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,기타 발전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3511/35119," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 발전업 / 기타 발전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35120,송전 및 배전업,송전 및 배전업,송전 및 배전업,subdetail,5,True,3512,3,35.0,351.0,3512.0,35120.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,송전 및 배전업,송전 및 배전업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3512/35120," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 송전 및 배전업 / 송전 및 배전업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35130,전기 판매업,전기 판매업,전기 판매업,subdetail,5,True,3513,3,35.0,351.0,3513.0,35130.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,전기 판매업,전기 판매업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/351/3513/35130," / 전기, 가스, 증기 및 공기 조절 공급업 / 전기업 / 전기 판매업 / 전기 판매업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35200,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,subdetail,5,True,3520,3,35.0,352.0,3520.0,35200.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,"전기, 가스, 증기 및 공기 조절 공급업",3/35/352/3520/35200," / 전기, 가스, 증기 및 공기 조절 공급업 / 연료용 가스 제조 및 배관공급업 / 연료용 가스 제조 및 배관공급업 / 연료용 가스 제조 및 배관공급업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
35300,"증기, 냉ㆍ온수 및 공기조절 공급업","증기, 냉ㆍ온수 및 공기조절 공급업","증기, 냉ㆍ온수 및 공기조절 공급업",subdetail,5,True,3530,3,35.0,353.0,3530.0,35300.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",3/35/353/3530/35300," / 전기, 가스, 증기 및 공기 조절 공급업 / 증기, 냉ㆍ온수 및 공기 조절 공급업 / 증기, 냉ㆍ온수 및 공기 조절 공급업 / 증기, 냉ㆍ온수 및 공기조절 공급업",ENERGY,전기·가스·에너지,True,False,leaf_unit,False,,,,,,,,,,,,,,,
36010,생활용수 공급업,생활용수 공급업,생활용수 공급업,subdetail,5,True,3601,3,36.0,360.0,3601.0,36010.0,"수도, 하수 및 폐기물 처리, 원료 재생업",수도업,수도업,생활용수 공급업,생활용수 공급업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/36/360/3601/36010, / 수도업 / 수도업 / 생활용수 공급업 / 생활용수 공급업,ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
36020,산업용수 공급업,산업용수 공급업,산업용수 공급업,subdetail,5,True,3602,3,36.0,360.0,3602.0,36020.0,"수도, 하수 및 폐기물 처리, 원료 재생업",수도업,수도업,산업용수 공급업,산업용수 공급업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/36/360/3602/36020, / 수도업 / 수도업 / 산업용수 공급업 / 산업용수 공급업,ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
37011,하수 처리업,하수 처리업,하수 처리업,subdetail,5,True,3701,3,37.0,370.0,3701.0,37011.0,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",하수 및 폐수 처리업,하수 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/37/370/3701/37011," / 하수, 폐수 및 분뇨 처리업 / 하수, 폐수 및 분뇨 처리업 / 하수 및 폐수 처리업 / 하수 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
37012,폐수 처리업,폐수 처리업,폐수 처리업,subdetail,5,True,3701,3,37.0,370.0,3701.0,37012.0,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",하수 및 폐수 처리업,폐수 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/37/370/3701/37012," / 하수, 폐수 및 분뇨 처리업 / 하수, 폐수 및 분뇨 처리업 / 하수 및 폐수 처리업 / 폐수 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
37021,사람 분뇨 처리업,사람 분뇨 처리업,사람 분뇨 처리업,subdetail,5,True,3702,3,37.0,370.0,3702.0,37021.0,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",분뇨 처리업,사람 분뇨 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/37/370/3702/37021," / 하수, 폐수 및 분뇨 처리업 / 하수, 폐수 및 분뇨 처리업 / 분뇨 처리업 / 사람 분뇨 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
37022,축산 분뇨 처리업,축산 분뇨 처리업,축산 분뇨 처리업,subdetail,5,True,3702,3,37.0,370.0,3702.0,37022.0,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",분뇨 처리업,축산 분뇨 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/37/370/3702/37022," / 하수, 폐수 및 분뇨 처리업 / 하수, 폐수 및 분뇨 처리업 / 분뇨 처리업 / 축산 분뇨 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38110,"지정 외 폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업",subdetail,5,True,3811,3,38.0,381.0,3811.0,38110.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업","수도, 하수 및 폐기물 처리, 원료 재생업",3/38/381/3811/38110," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 수집, 운반업 / 지정 외 폐기물 수집, 운반업 / 지정 외 폐기물 수집, 운반업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38120,"지정 폐기물 수집, 운반업","지정 폐기물 수집, 운반업","지정 폐기물 수집, 운반업",subdetail,5,True,3812,3,38.0,381.0,3812.0,38120.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","지정 폐기물 수집, 운반업","지정 폐기물 수집, 운반업","수도, 하수 및 폐기물 처리, 원료 재생업",3/38/381/3812/38120," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 수집, 운반업 / 지정 폐기물 수집, 운반업 / 지정 폐기물 수집, 운반업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38130,"건설 폐기물 수집, 운반업","건설 폐기물 수집, 운반업","건설 폐기물 수집, 운반업",subdetail,5,True,3813,3,38.0,381.0,3813.0,38130.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","건설 폐기물 수집, 운반업","건설 폐기물 수집, 운반업","수도, 하수 및 폐기물 처리, 원료 재생업",3/38/381/3813/38130," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 수집, 운반업 / 건설 폐기물 수집, 운반업 / 건설 폐기물 수집, 운반업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38210,지정 외 폐기물 처리업,지정 외 폐기물 처리업,지정 외 폐기물 처리업,subdetail,5,True,3821,3,38.0,382.0,3821.0,38210.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,지정 외 폐기물 처리업,지정 외 폐기물 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/382/3821/38210," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 처리업 / 지정 외 폐기물 처리업 / 지정 외 폐기물 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38220,지정 폐기물 처리업,지정 폐기물 처리업,지정 폐기물 처리업,subdetail,5,True,3822,3,38.0,382.0,3822.0,38220.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,지정 폐기물 처리업,지정 폐기물 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/382/3822/38220," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 처리업 / 지정 폐기물 처리업 / 지정 폐기물 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38230,건설 폐기물 처리업,건설 폐기물 처리업,건설 폐기물 처리업,subdetail,5,True,3823,3,38.0,382.0,3823.0,38230.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,건설 폐기물 처리업,건설 폐기물 처리업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/382/3823/38230," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 처리업 / 건설 폐기물 처리업 / 건설 폐기물 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
