code,name,name_official,name_clean,level,level_num,is_leaf,parent_code,major_code,middle_code,minor_code,detail_code,subdetail_code,major_name,middle_name,minor_name,detail_name,subdetail_name,major_name_filled,path_codes,path_names,kapp_industry_tag,industry_label_ko,diagnostic_unit,is_demo_target,context_level,excluded_flag,ncs_unit_code,ksco_code,keco_code,onet_soc_code,wage_survey_code,benchmark_group,benchmark_avg_K,benchmark_avg_A,benchmark_avg_P1,benchmark_avg_P2,benchmark_p10_total,key_skills,skill_industry_avg,career_path_mid,career_path_far
46452,"문구용품, 회화용품, 사무용품 도매업","문구용품, 회화용품, 사무용품 도매업","문구용품, 회화용품, 사무용품 도매업",subdetail,5,True,4645,4,46.0,464.0,4645.0,46452.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","문구용품, 회화용품, 사무용품 도매업",도매 및 소매업,4/46/464/4645/46452," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업 / 문구용품, 회화용품, 사무용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46453,"서적, 잡지 및 기타 인쇄물 도매업","서적, 잡지 및 기타 인쇄물 도매업","서적, 잡지 및 기타 인쇄물 도매업",subdetail,5,True,4645,4,46.0,464.0,4645.0,46453.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","서적, 잡지 및 기타 인쇄물 도매업",도매 및 소매업,4/46/464/4645/46453," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업 / 서적, 잡지 및 기타 인쇄물 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46461,음반 및 비디오물 도매업,음반 및 비디오물 도매업,음반 및 비디오물 도매업,subdetail,5,True,4646,4,46.0,464.0,4646.0,46461.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",음반 및 비디오물 도매업,도매 및 소매업,4/46/464/4646/46461," / 도매 및 상품 중개업 / 생활용품 도매업 / 음반 및 비디오물, 악기, 오락 및 경기용품 도매업 / 음반 및 비디오물 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46462,악기 도매업,악기 도매업,악기 도매업,subdetail,5,True,4646,4,46.0,464.0,4646.0,46462.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",악기 도매업,도매 및 소매업,4/46/464/4646/46462," / 도매 및 상품 중개업 / 생활용품 도매업 / 음반 및 비디오물, 악기, 오락 및 경기용품 도매업 / 악기 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46463,"장난감 및 취미, 오락용품 도매업","장난감 및 취미, 오락용품 도매업","장난감 및 취미, 오락용품 도매업",subdetail,5,True,4646,4,46.0,464.0,4646.0,46463.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업","장난감 및 취미, 오락용품 도매업",도매 및 소매업,4/46/464/4646/46463," / 도매 및 상품 중개업 / 생활용품 도매업 / 음반 및 비디오물, 악기, 오락 및 경기용품 도매업 / 장난감 및 취미, 오락용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46464,운동 및 경기용품 도매업,운동 및 경기용품 도매업,운동 및 경기용품 도매업,subdetail,5,True,4646,4,46.0,464.0,4646.0,46464.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",운동 및 경기용품 도매업,도매 및 소매업,4/46/464/4646/46464," / 도매 및 상품 중개업 / 생활용품 도매업 / 음반 및 비디오물, 악기, 오락 및 경기용품 도매업 / 운동 및 경기용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46465,자전거 및 기타 운송장비 도매업,자전거 및 기타 운송장비 도매업,자전거 및 기타 운송장비 도매업,subdetail,5,True,4646,4,46.0,464.0,4646.0,46465.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업,도매 및 소매업,4/46/464/4646/46465," / 도매 및 상품 중개업 / 생활용품 도매업 / 음반 및 비디오물, 악기, 오락 및 경기용품 도매업 / 자전거 및 기타 운송장비 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46491,가방 및 보호용 케이스 도매업,가방 및 보호용 케이스 도매업,가방 및 보호용 케이스 도매업,subdetail,5,True,4649,4,46.0,464.0,4649.0,46491.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업",가방 및 보호용 케이스 도매업,도매 및 소매업,4/46/464/4649/46491," / 도매 및 상품 중개업 / 생활용품 도매업 / 가방, 시계, 안경 및 기타 생활용품 도매업 / 가방 및 보호용 케이스 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46492,시계 및 귀금속제품 도매업,시계 및 귀금속제품 도매업,시계 및 귀금속제품 도매업,subdetail,5,True,4649,4,46.0,464.0,4649.0,46492.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속제품 도매업,도매 및 소매업,4/46/464/4649/46492," / 도매 및 상품 중개업 / 생활용품 도매업 / 가방, 시계, 안경 및 기타 생활용품 도매업 / 시계 및 귀금속제품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46493,"안경, 사진장비 및 광학용품 도매업","안경, 사진장비 및 광학용품 도매업","안경, 사진장비 및 광학용품 도매업",subdetail,5,True,4649,4,46.0,464.0,4649.0,46493.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",도매 및 소매업,4/46/464/4649/46493," / 도매 및 상품 중개업 / 생활용품 도매업 / 가방, 시계, 안경 및 기타 생활용품 도매업 / 안경, 사진장비 및 광학용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46499,그 외 기타 생활용품 도매업,그 외 기타 생활용품 도매업,그 외 기타 생활용품 도매업,subdetail,5,True,4649,4,46.0,464.0,4649.0,46499.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업",그 외 기타 생활용품 도매업,도매 및 소매업,4/46/464/4649/46499," / 도매 및 상품 중개업 / 생활용품 도매업 / 가방, 시계, 안경 및 기타 생활용품 도매업 / 그 외 기타 생활용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46510,"컴퓨터 및 주변장치, 소프트웨어 도매업","컴퓨터 및 주변장치, 소프트웨어 도매업","컴퓨터 및 주변장치, 소프트웨어 도매업",subdetail,5,True,4651,4,46.0,465.0,4651.0,46510.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"컴퓨터 및 주변장치, 소프트웨어 도매업","컴퓨터 및 주변장치, 소프트웨어 도매업",도매 및 소매업,4/46/465/4651/46510," / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 컴퓨터 및 주변장치, 소프트웨어 도매업 / 컴퓨터 및 주변장치, 소프트웨어 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46521,가전제품 및 부품 도매업,가전제품 및 부품 도매업,가전제품 및 부품 도매업,subdetail,5,True,4652,4,46.0,465.0,4652.0,46521.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"가전제품, 통신장비 및 부품 도매업",가전제품 및 부품 도매업,도매 및 소매업,4/46/465/4652/46521," / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 가전제품, 통신장비 및 부품 도매업 / 가전제품 및 부품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46522,통신ㆍ방송장비 및 부품 도매업,통신ㆍ방송장비 및 부품 도매업,통신ㆍ방송장비 및 부품 도매업,subdetail,5,True,4652,4,46.0,465.0,4652.0,46522.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"가전제품, 통신장비 및 부품 도매업",통신ㆍ방송장비 및 부품 도매업,도매 및 소매업,4/46/465/4652/46522," / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 가전제품, 통신장비 및 부품 도매업 / 통신ㆍ방송장비 및 부품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46531,농림업용 기계 및 장비 도매업,농림업용 기계 및 장비 도매업,농림업용 기계 및 장비 도매업,subdetail,5,True,4653,4,46.0,465.0,4653.0,46531.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,농림업용 기계 및 장비 도매업,도매 및 소매업,4/46/465/4653/46531, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 산업용 기계 및 장비 도매업 / 농림업용 기계 및 장비 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46532,건설ㆍ광업용 기계 및 장비 도매업,건설ㆍ광업용 기계 및 장비 도매업,건설ㆍ광업용 기계 및 장비 도매업,subdetail,5,True,4653,4,46.0,465.0,4653.0,46532.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,건설ㆍ광업용 기계 및 장비 도매업,도매 및 소매업,4/46/465/4653/46532, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 산업용 기계 및 장비 도매업 / 건설ㆍ광업용 기계 및 장비 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46533,공작용 기계 및 장비 도매업,공작용 기계 및 장비 도매업,공작용 기계 및 장비 도매업,subdetail,5,True,4653,4,46.0,465.0,4653.0,46533.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,공작용 기계 및 장비 도매업,도매 및 소매업,4/46/465/4653/46533, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 산업용 기계 및 장비 도매업 / 공작용 기계 및 장비 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46539,기타 산업용 기계 및 장비 도매업,기타 산업용 기계 및 장비 도매업,기타 산업용 기계 및 장비 도매업,subdetail,5,True,4653,4,46.0,465.0,4653.0,46539.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,기타 산업용 기계 및 장비 도매업,도매 및 소매업,4/46/465/4653/46539, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 산업용 기계 및 장비 도매업 / 기타 산업용 기계 및 장비 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46591,사무용 가구 및 기기 도매업,사무용 가구 및 기기 도매업,사무용 가구 및 기기 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46591.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,사무용 가구 및 기기 도매업,도매 및 소매업,4/46/465/4659/46591, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 사무용 가구 및 기기 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46592,의료기기 도매업,의료기기 도매업,의료기기 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46592.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,의료기기 도매업,도매 및 소매업,4/46/465/4659/46592, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 의료기기 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46593,정밀기기 및 과학기기 도매업,정밀기기 및 과학기기 도매업,정밀기기 및 과학기기 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46593.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,정밀기기 및 과학기기 도매업,도매 및 소매업,4/46/465/4659/46593, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 정밀기기 및 과학기기 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46594,수송용 운송장비 도매업,수송용 운송장비 도매업,수송용 운송장비 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46594.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,수송용 운송장비 도매업,도매 및 소매업,4/46/465/4659/46594, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 수송용 운송장비 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기용 기계ㆍ장비 및 관련 기자재 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46595.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,전기용 기계ㆍ장비 및 관련 기자재 도매업,도매 및 소매업,4/46/465/4659/46595, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 전기용 기계ㆍ장비 및 관련 기자재 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46596,전지 및 케이블 도매업,전지 및 케이블 도매업,전지 및 케이블 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46596.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,전지 및 케이블 도매업,도매 및 소매업,4/46/465/4659/46596, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 전지 및 케이블 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46599,그 외 기타 기계 및 장비 도매업,그 외 기타 기계 및 장비 도매업,그 외 기타 기계 및 장비 도매업,subdetail,5,True,4659,4,46.0,465.0,4659.0,46599.0,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,그 외 기타 기계 및 장비 도매업,도매 및 소매업,4/46/465/4659/46599, / 도매 및 상품 중개업 / 기계장비 및 관련 물품 도매업 / 기타 기계 및 장비 도매업 / 그 외 기타 기계 및 장비 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46611,원목 및 건축관련 목제품 도매업,원목 및 건축관련 목제품 도매업,원목 및 건축관련 목제품 도매업,subdetail,5,True,4661,4,46.0,466.0,4661.0,46611.0,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",일반 건축자재 도매업,원목 및 건축관련 목제품 도매업,도매 및 소매업,4/46/466/4661/46611," / 도매 및 상품 중개업 / 건축 자재, 철물 및 난방장치 도매업 / 일반 건축자재 도매업 / 원목 및 건축관련 목제품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46612,"골재, 벽돌 및 시멘트 도매업","골재, 벽돌 및 시멘트 도매업","골재, 벽돌 및 시멘트 도매업",subdetail,5,True,4661,4,46.0,466.0,4661.0,46612.0,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",일반 건축자재 도매업,"골재, 벽돌 및 시멘트 도매업",도매 및 소매업,4/46/466/4661/46612," / 도매 및 상품 중개업 / 건축 자재, 철물 및 난방장치 도매업 / 일반 건축자재 도매업 / 골재, 벽돌 및 시멘트 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46613,유리 및 창호 도매업,유리 및 창호 도매업,유리 및 창호 도매업,subdetail,5,True,4661,4,46.0,466.0,4661.0,46613.0,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",일반 건축자재 도매업,유리 및 창호 도매업,도매 및 소매업,4/46/466/4661/46613," / 도매 및 상품 중개업 / 건축 자재, 철물 및 난방장치 도매업 / 일반 건축자재 도매업 / 유리 및 창호 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46621,배관 및 냉ㆍ난방장치 도매업,배관 및 냉ㆍ난방장치 도매업,배관 및 냉ㆍ난방장치 도매업,subdetail,5,True,4662,4,46.0,466.0,4662.0,46621.0,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업","냉ㆍ난방장치 및 철물, 수공구 도매업",배관 및 냉ㆍ난방장치 도매업,도매 및 소매업,4/46/466/4662/46621," / 도매 및 상품 중개업 / 건축 자재, 철물 및 난방장치 도매업 / 냉ㆍ난방장치 및 철물, 수공구 도매업 / 배관 및 냉ㆍ난방장치 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
